term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),658.1071930406342,193.96959595060213,3.3928368506177287,0.001376954958152647,268.3106962623402,1047.9036898189283
average_deviation,-42.01072841862641,29.9110219262502,-1.404523339998537,0.16647054496953115,-102.11917739884854,18.09772056159573
